"AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","LeadingTransactionCodes"
"Manage G/L Account Master Data","FPM/WebDynpro","SAP_SFIN_BC_GL_MASTER_DATA","","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FS00"
"Manage G/L Account Master Data (Version 2)","Transactional","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FS00"
"Manage Profit Center Master Data","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","KE51"
"Manage Profit Center Master Data","FPM/WebDynpro"," SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","KE51"
"Check Cash Flow Items","Transactional","SAP_SFIN_BC_CM_CASH_OPS","SAP_SFIN_BCG_CM_DAILY, SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business, Daily Business","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FF7AN"
"Check Cash Flow Items","Transactional"," SAP_SFIN_BC_CM_CASH_OPS","SAP_SFIN_BCG_CM_DAILY, SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business, Daily Business","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FF7AN"
"My Bank Account Worklist","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Cash Position Details","Transactional","SAP_SFIN_BC_CM_CASH_OPS","SAP_SFIN_BCG_CM_DAILY, SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business, Daily Business","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FF7AN"
"Develop Liquidity Plans","Transactional, Design Studio","SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Develop Liquidity Plans","Transactional, Design Studio"," SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Cash Flow - Detailed Analysis","FPM/WebDynpro","SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Cash Flow - Detailed Analysis","FPM/WebDynpro"," SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Liquidity Forecast Details","FPM/WebDynpro","SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","Liquidity Management","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FF7B"
"Liquidity Forecast Details","FPM/WebDynpro"," SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","Liquidity Management","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FF7B"
"Create Single Payment","Transactional","SAP_SFIN_BC_AP_OPERATIONS","SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_APAR_CORR, SAP_SFIN_BCG_AP_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Payments, Correspondence, Supplier Accounts, Daily Business","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","F-47"
"Create Correspondence","Transactional","SAP_SFIN_BC_APAR_OPER","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","F.64"
"Order Products","Transactional","SAP_RFM_BC_STORE_ASSOCIATE","SAP_RFM_BCG_STORE_ASSOCIATE","Retail Store Operations","SAP_BR_RETAIL_STORE_ASSOCIATE","Retail Store Associate","ME22N"
"Transfer Stock","Transactional","SAP_RFM_BC_STORE_ASSOCIATE","SAP_RFM_BCG_STORE_ASSOCIATE","","SAP_BR_RETAIL_STORE_ASSOCIATE","Retail Store Associate","MB11"
"Database Table Growth","Analytical","SAP_DAG_BC_DAGEXPERT_T","SAP_FND_BCG_DAGEXPERT_T","Data Aging Expert","ZSAP_FND_BCR_DAGEXPERT_T","",""
"Display Chart of Accounts","Transactional","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","F.10"
"Display Chart of Accounts (Version 2)","Transactional","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","F.10"
"Manage Profit Center Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","KCH1"
"Manage Profit Center Groups","FPM/WebDynpro"," SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","KCH1"
"Liquidity Plans","Analytical, Design Studio","SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Liquidity Plans","Analytical, Design Studio"," SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Manage Automatic Payments","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_APAR_CORR, SAP_SFIN_BCG_AP_CUST_ACC, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Payments, Correspondence, Supplier Accounts, Customer Accounts, Daily Business","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant","FBZ8"
"Revise Payment Proposals","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_APAR_CORR, SAP_SFIN_BCG_AP_CUST_ACC, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Payments, Correspondence, Supplier Accounts, Customer Accounts, Daily Business","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant","F110"
"Clear Incoming Payments","Transactional","SAP_SFIN_BC_AR_OPERATIONS","SAP_SFIN_BCG_AR_SUPP_ACC, SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Accounts Receivable Accountant, Payments, Customer Accounts, Daily Business","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","F-32"
"Clear Incoming Payments","Transactional"," SAP_SFIN_BC_AR_INC_PAYM","SAP_SFIN_BCG_AR_SUPP_ACC, SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Accounts Receivable Accountant, Payments, Customer Accounts, Daily Business","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","F-32"
"Funded Program 360???ø View","Transactional","SAP_PSM_BC_BDGTRESP_MD","SAP_PSM_BCG_BDGTRESP_MD","Master Data - Budget Responsible","SAP_BR_BUDGET_RESPONSIBLE","execution.","FMMEASURE"
"My Courses","Transactional","SAP_IPS_BC_HER_SSS","SAP_IPS_BCG_HER_SSS","Student","SAP_BR_STUDENT","Student",""
"My Results","Transactional","SAP_IPS_BC_HER_SSS","SAP_IPS_BCG_HER_SSS","Student","SAP_BR_STUDENT","Student",""
"Analyze Deferment","Transactional, Reuse Component","SAP_OILUPS_BC_DEFANALYST","SAP_OILUPS_BCG_DEF","Deferment Analyst","SAP_BR_DEFERMENT_ANALYST_IOG","Deferment Analyst (IOG)",""
"Manage Billing Documents","Transactional","SAP_SD_BC_BIL_DOC","SAP_SD_BCG_BIL_DOC, SAP_SD_BCG_SALES_ANLYTS_OP","Sales - Billing Document, Sales - Analytics","SAP_BR_BILLING_CLERK, SAP_BR_SALES_MANAGER","This role contains business catalogs for the business processes to be executed, Sales Manager","VF02"
"Manage Billing Documents","Transactional"," SAP_SD_BC_SALES_ANLYTS_OP","SAP_SD_BCG_BIL_DOC, SAP_SD_BCG_SALES_ANLYTS_OP","Sales - Billing Document, Sales - Analytics","SAP_BR_BILLING_CLERK, SAP_BR_SALES_MANAGER","This role contains business catalogs for the business processes to be executed, Sales Manager","VF02"
"Create Billing Documents","Transactional","SAP_SD_BC_BIL_DOC","SAP_SD_BCG_BIL_DOC","Sales - Billing Document","SAP_BR_BILLING_CLERK","This role contains business catalogs for the business processes to be executed","VF01"
"Application of Funds 360???ø View","Transactional","SAP_PSM_BC_BDGTRESP_MD","SAP_PSM_BCG_BDGTRESP_MD","Master Data - Budget Responsible","SAP_BR_BUDGET_RESPONSIBLE","execution.","FM6S"
"Open Posting Periods","Transactional","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","COFI"
"Create KPI","Transactional","SAP_CA_BC_SSB","SAP_CA_BCG_SSB","","SAP_BR_ANALYTICS_SPECIALIST","Analytics Specialist",""
"KPI Workspace","Transactional","","","","SAP_BR_ANALYTICS_SPECIALIST","Analytics Specialist",""
"Configure KPI Drill-down","Transactional","SAP_CA_BC_SSB","SAP_CA_BCG_SSB","","SAP_BR_ANALYTICS_SPECIALIST","Analytics Specialist",""
"Configure KPI Tiles","Transactional","SAP_CA_BC_SSB","SAP_CA_BCG_SSB","","SAP_BR_ANALYTICS_SPECIALIST","Analytics Specialist",""
"Create Evaluation","Transactional","","","","SAP_BR_ANALYTICS_SPECIALIST","Analytics Specialist",""
"Budget Entry Document 360???ø View","Transactional","SAP_PSM_BC_BDGTRESP_BUDGET","SAP_PSM_BCG_BDGTRESP_BUDGET","Budget Data - Budget Responsible","SAP_BR_BUDGET_RESPONSIBLE","execution.","FMEDD"
"Earmarked Funds Document 360???ø View","Transactional","SAP_PSM_BC_BDGTRESP_EF","SAP_PSM_BCG_BDGTRESP_EF","Earmarked Funds - Budget Responsible","SAP_BR_BUDGET_RESPONSIBLE","execution.","FMRESDISPLAY"
"Grant 360???ø View","Transactional","SAP_PSM_BC_BDGTRESP_MD","SAP_PSM_BCG_BDGTRESP_MD","Master Data - Budget Responsible","SAP_BR_BUDGET_RESPONSIBLE","execution.","GMGRANTD"
"Grant Group 360???ø View","Transactional","SAP_PSM_BC_BDGTRESP_MD","SAP_PSM_BCG_BDGTRESP_MDGRP","Master Data Groups - Budget Responsible","SAP_BR_BUDGET_RESPONSIBLE","execution.","GM_SETS_GRANT3"
"Manage Sources of Supply","Transactional","SAP_PRC_BC_PURCHASER_PIR","","","SAP_BR_PURCHASER","This role contains business catalogs for the business processes to be executed","ME11"
"Manage Sources of Supply","Transactional","SAP_PRC_BC_PURCHASER_PIR","SAP_PRC_BCG_PURCHASER_PIR","Source of Supply Management","SAP_BR_PURCHASER","This role contains business catalogs for the business processes to be executed","ME01"
"Manage Purchase Orders","Transactional","SAP_PRC_BC_PURCHASER_PO","SAP_PRC_BCG_PURCHASER_PO, SAP_SD_BCG_SO_PROC_OP","Purchase Order Processing, Sales - Sales Order Processing","SAP_BR_PURCHASER, SAP_BR_INTERNAL_SALES_REP","This role contains business catalogs for the business processes to be executed, Internal Sales Representative","ME21N"
"Manage Purchase Orders","Transactional"," SAP_SD_BC_SO_PROC_OP","SAP_PRC_BCG_PURCHASER_PO, SAP_SD_BCG_SO_PROC_OP","Purchase Order Processing, Sales - Sales Order Processing","SAP_BR_PURCHASER, SAP_BR_INTERNAL_SALES_REP","This role contains business catalogs for the business processes to be executed, Internal Sales Representative","ME21N"
"Post Goods Receipt for Purchase Order","Transactional","SAP_MM_BC_IM_PROCESS","SAP_MM_BCG_IM_PROCESS","Warehouse Processing","SAP_BR_WAREHOUSE_CLERK, SAP_BR_INVENTORY_MANAGER","Warehouse Clerk, Inventory Manager","MB01"
"MRP Cockpit Reuse Component","Reuse Component","","","","","",""
"Reusable Component for UOM","Reuse Component","","","","","",""
"Manage Customer Master Data","Transactional","SAP_CMD_BC_CUSTOMER_MAINT","SAP_CMD_BCG_CUSTOMER_MAINT","Master Data - Customer Master","SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Business Partner Data","BP"
"Generic Tools","Reuse Component","","","","","",""
"Central Worklist Component","Reuse Component","","","","","",""
"Manage Supplier Invoices","Transactional","SAP_PRC_BC_INVOICER","SAP_PRC_BCG_INVOICER","Supplier Invoice Processing","SAP_BR_AP_ACCOUNTANT_PROCUREMT","Accounts Payable Accountant - Procurement","F-41"
"Analyze Overdue Items","Transactional","SAP_O2C_BC_CARM","SAP_O2C_BCG_CARM","Accounts Payable/Receivable Manager (FI-CA)","SAP_BR_APR_MANAGER_FICA","Accounts Payable/Receivable Manager (FI-CA)",""
"Analyze Write-Offs","Transactional","SAP_O2C_BC_CARM","SAP_O2C_BCG_CARM","Contract Accounts Receivable Manager","SAP_BR_APR_MANAGER_FICA","Accounts Payable/Receivable Manager (FI-CA)",""
"My Inbox","Transactional","SAP_CA_BC_MYINBOX","","","SAP_BR_MANAGER","Manager - Inbox","SBWP"
"Outbound Deliveries","Transactional","SAP_LE_BC_OBDLV_PROC","SAP_LE_BCG_OBDLV_PROC","Logistic Execution - Outbound Deliveries","SAP_BR_SHIPPING_SPECIALIST","Shipping Specialist","VL06G"
"Pick Outbound Delivery","Transactional","SAP_LE_BC_OBDLV_PROC","SAP_LE_BCG_OBDLV_PROC","Logistic Execution - Outbound Deliveries","SAP_BR_SHIPPING_SPECIALIST","Shipping Specialist","VL06P"
"Create Outbound Deliveries","Transactional","SAP_LE_BC_OBDLV_PROC","SAP_LE_BCG_OBDLV_PROC","Logistic Execution - Outbound Deliveries","SAP_BR_SHIPPING_SPECIALIST","Shipping Specialist","VL10A"
"Analyze Outbound Delivery Logs","Transactional","SAP_LE_BC_OBDLV_PROC","SAP_LE_BCG_OBDLV_PROC","Logistic Execution - Outbound Deliveries","SAP_BR_SHIPPING_SPECIALIST","Shipping Specialist","V_SA"
"Approve Master Data","Transactional","SAP_MDG_BC_APPROVER_T","SAP_MDG_BCG_APPROVER_T","Master Data Approver (MDG)","SAP_MDG_BCR_APPROVER_T","XXXMaster Data Approver (MDG)",""
"Approve Master Data - Extended","Transactional","SAP_MDG_BC_APPROVER_T","SAP_MDG_BCG_APPROVER_T","Master Data Approver (MDG)","SAP_MDG_BCR_APPROVER_T","XXXMaster Data Approver (MDG)",""
"My Timetable","Transactional","SAP_IPS_BC_HER_SSS","SAP_IS_PS_HER_BCG_STUDENT_T","Student","SAP_BR_STUDENT","Student",""
"Track My Degree Requirements","Transactional","SAP_IPS_BC_HER_SSS","SAP_IS_PS_HER_BCG_STUDENT_T","Student","SAP_BR_STUDENT","Student",""
"Common ARP Line Items Library","Reuse Component","","","","","",""
"Market Segments - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE30"
"Profit Centers - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE80"
"P&L - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87012284"
"Cost Centers - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87013611"
"Internal Orders - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87012993"
"Projects - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87013532"
"Market Segments - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE30"
"Profit Centers - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE80"
"P&L - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87012284"
"Cost Centers - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87013635"
"Internal Orders - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87013013"
"Projects - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87013532"
"Market Segments - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE30"
"Profit Centers - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE80"
"P&L - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87012284"
"Cost Centers - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87013611"
"Internal Orders - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87012993"
"Projects - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Market Segments - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE30"
"Profit Centers - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KE80"
"P&L - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87012284"
"Internal Orders - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","S_ALR_87012993"
"Cost Centers - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KSBL"
"Journal Entry Analyzer (S/4HANA)","FPM/WebDynpro","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_GL_GEN_REP","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Projects - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Trial Balance","FPM/WebDynpro","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_GL_GEN_REP","General Reporting","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FAGLB03"
"Audit Journal","Analytical","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_GL_GEN_REP","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Define Accounting Clerks","Transactional","SAP_SFIN_BC_AR_CURR_SET","","","SAP_BR_AR_MANAGER, SAP_BR_AR_ACCOUNTANT","Accounts Receivable Manager, Accounts Receivable Accountant",""
"Manage Internal Orders","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","KO01"
"Manage Cost Centers","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","KS01"
"Manage Cost Center Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","KSH1"
"Manage Activity Type Master Data","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","KL01"
"Manage Internal Order Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","KOH1"
"Manage Activity Type Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","KLH1"
"Transfer Postings for  Doubtful Receivables","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","F103"
"Central Fiori Component for all Design Studio Fiori Apps","Reuse Component","","","","","",""
"Capture Field Data","Transactional","SAP_OILUPS_BC_FDOPERATOR","SAP_OILUPS_BCG_FDC","Field Data Operator","SAP_BR_FIELD_OPERATOR_IOG","Field Operator (IOG)",""
"Allocate Production","Transactional","SAP_OILUPS_BC_HCANALYST","SAP_OILUPS_BCG_HCA","Hydrocarbon Analyst","SAP_BR_HYDROCARBON_ANALYST_IOG","Hydrocarbon Analyst (IOG)","ALLOC_BATCH_RUN"
"Fix Errors","Transactional","SAP_OILUPS_BC_FDOPERATOR","SAP_OILUPS_BCG_FDC","Field Data Operator","SAP_BR_FIELD_OPERATOR_IOG","Field Operator (IOG)",""
"View Deferment Events","Transactional","SAP_OILUPS_BC_DEFANALYST","SAP_OILUPS_BCG_DEF","Deferment Analyst","SAP_BR_DEFERMENT_ANALYST_IOG","Deferment Analyst (IOG)",""
"Manage Work Order Deferment Events","Transactional","SAP_OILUPS_BC_DEFANALYST","SAP_OILUPS_BCG_DEF","Deferment Analyst","SAP_BR_DEFERMENT_ANALYST_IOG","Deferment Analyst (IOG)",""
"Analyze Production Allocation","Transactional","SAP_OILUPS_BC_HCANALYST","SAP_OILUPS_BCG_HCA","Hydrocarbon Analyst","SAP_BR_HYDROCARBON_ANALYST_IOG","Hydrocarbon Analyst (IOG)",""
"Master Data Governance Consolidation","Transactional","SAP_MDC_BC_MASTERDATA_SPECIALIST_T","SAP_MDC_BCG_MASTERDATA_SPECIALIST_T","Master Data Specialist (Consolidation)","SAP_MDC_BCR_MASTERDATA_SPEC_T","",""
"Master Data Governance Consolidation","Transactional","SAP_CMD_BC_BP_MONPROCS","SAP_CMD_BCG_BP_MONPROCS, SAP_CMD_BCG_PR_MONPROCS","Consolidation and Mass Processing for Business Partner Data, Consolidation and Mass Processing for Material Data","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data","MDC_ADMIN_DELETE"
"Master Data Governance Consolidation","Transactional"," SAP_CMD_BC_PR_MONPROCS","SAP_CMD_BCG_BP_MONPROCS, SAP_CMD_BCG_PR_MONPROCS","Consolidation and Mass Processing for Business Partner Data, Consolidation and Mass Processing for Material Data","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data","MDC_ADMIN_DELETE"
"Manage Purchase Requisitions","Transactional","SAP_PRC_BC_PURCHASER_PR","SAP_PRC_BCG_PURCHASER_PR","Purchase Requisition Processing","","","ME59N"
"SD Reuse Library","Reuse Component","","","","","","VA45"
"Manage Supplier Master Data","Transactional","SAP_CMD_BC_SUPPLIER_MAINT","SAP_CMD_BCG_SUPPLIER_MAINT","Master Data - Supplier Master","SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Business Partner Data","BP"
"LE Reuse Library","Reuse Component","","","","","",""
"Supplier Invoices List","Transactional","SAP_PRC_BC_INVOICER","SAP_PRC_BCG_INVOICER","Supplier Invoice Processing","SAP_BR_AP_ACCOUNTANT_PROCUREMT","Accounts Payable Accountant - Procurement","MIR5"
"Transfer Stock","Transactional","SAP_MM_BC_IM_PROCESS","SAP_MM_BCG_IM_PROCESS","Warehouse Processing","SAP_BR_INVENTORY_MANAGER, SAP_BR_WAREHOUSE_CLERK","Inventory Manager, Warehouse Clerk","MB1B"
"Manage Stock","Transactional","SAP_MM_BC_IM_MANAGE","SAP_MM_BCG_IM_MANAGE","Warehouse Management","SAP_BR_INVENTORY_MANAGER","Inventory Manager","MIGO"
"Material Master Reuse Component","Reuse Component","","","","","",""
"Query Browser","Transactional","SAP_CA_BC_VDM","","","SAP_BR_EMPLOYEE","Employee",""
"Reuse ClearPayments","Reuse Component","","","","","",""
"Further Valuations","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","F107"
"Central Simple Finance Fiori Reuse Library","Reuse Component","","","","","",""
"Stock - Single Material","Transactional","SAP_MM_BC_IM_MONITORING","SAP_MM_BCG_IM_MONITORING","Stock Monitoring","SAP_BR_INVENTORY_MANAGER","Inventory Manager","MB52"
